date;dva (no withdraw);dva (crypto ptf + cash);savings;dva (crypto ptf);no withdraw;full adjustment
01-01-2016;0;0;0;0;0;0
02-01-2016;0;0;0;0;0;0
03-01-2016;0;0;0;0;0;0
04-01-2016;0;0;0;0;0;0
05-01-2016;50;50;50;50;0.11575146;0.11575146
06-01-2016;49.67;49.67;50;49.67;0.11575146;0.11575146
07-01-2016;53.02;53.02;50;53.02;0.11575146;0.11575146
08-01-2016;52.46;52.46;50;52.46;0.11575146;0.11575146
09-01-2016;51.81;51.81;50;51.81;0.11575146;0.11575146
10-01-2016;51.86;51.86;50;51.86;0.11575146;0.11575146
11-01-2016;51.91;51.91;50;51.91;0.11575146;0.11575146
12-01-2016;100;100;100;100;0.22952099;0.22952099
13-01-2016;99.24;99.24;100;99.24;0.22952099;0.22952099
14-01-2016;98.76;98.76;100;98.76;0.22952099;0.22952099
15-01-2016;83.62;83.62;100;83.62;0.22952099;0.22952099
16-01-2016;88.95;88.95;100;88.95;0.22952099;0.22952099
17-01-2016;87.75;87.75;100;87.75;0.22952099;0.22952099
18-01-2016;88.86;88.86;100;88.86;0.22952099;0.22952099
19-01-2016;150;150;150;150;0.39458214;0.39458214
20-01-2016;165.82;165.82;150;165.82;0.39458214;0.39458214
21-01-2016;161.88;161.88;150;161.88;0.39458214;0.39458214
22-01-2016;150.92;150.92;150;150.92;0.39458214;0.39458214
23-01-2016;152.9;152.9;150;152.9;0.39458214;0.39458214
24-01-2016;159.01;159.01;150;159.01;0.39458214;0.39458214
25-01-2016;154.57;154.57;150;154.57;0.39458214;0.39458214
26-01-2016;200;200;200;200;0.510005;0.510005
27-01-2016;201.44;201.44;200;201.44;0.510005;0.510005
28-01-2016;193.95;193.95;200;193.95;0.510005;0.510005
29-01-2016;193.53;193.53;200;193.53;0.510005;0.510005
30-01-2016;192.91;192.91;200;192.91;0.510005;0.510005
31-01-2016;188.07;188.07;200;188.07;0.510005;0.510005
01-02-2016;190.26;190.26;200;190.26;0.510005;0.510005
02-02-2016;250;250;250;250;0.66764945;0.66764945
03-02-2016;247;247;250;247;0.66764945;0.66764945
04-02-2016;260.11;260.11;250;260.11;0.66764945;0.66764945
05-02-2016;258.08;258.08;250;258.08;0.66764945;0.66764945
06-02-2016;251.38;251.38;250;251.38;0.66764945;0.66764945
07-02-2016;251.45;251.45;250;251.45;0.66764945;0.66764945
08-02-2016;249.33;249.33;250;249.33;0.66764945;0.66764945
09-02-2016;300;300;300;300;0.79781082;0.79781082
10-02-2016;304.48;304.48;300;304.48;0.79781082;0.79781082
11-02-2016;302.89;302.89;300;302.89;0.79781082;0.79781082
12-02-2016;306.57;306.57;300;306.57;0.79781082;0.79781082
13-02-2016;312.63;312.63;300;312.63;0.79781082;0.79781082
14-02-2016;324.89;324.89;300;324.89;0.79781082;0.79781082
15-02-2016;319.27;319.27;300;319.27;0.79781082;0.79781082
16-02-2016;350;350;350;350;0.85892098;0.85892098
17-02-2016;357.59;357.59;350;357.59;0.85892098;0.85892098
18-02-2016;362.79;362.79;350;362.79;0.85892098;0.85892098
19-02-2016;361.42;361.42;350;361.42;0.85892098;0.85892098
20-02-2016;375.49;375.49;350;375.49;0.85892098;0.85892098
21-02-2016;376.89;376.89;350;376.89;0.85892098;0.85892098
22-02-2016;375.99;375.99;350;375.99;0.85892098;0.85892098
23-02-2016;400;400;400;400;0.95071496;0.95071496
24-02-2016;404.01;404.01;400;404.01;0.95071496;0.95071496
25-02-2016;403.62;403.62;400;403.62;0.95071496;0.95071496
26-02-2016;410.85;410.85;400;410.85;0.95071496;0.95071496
27-02-2016;411.2;411.2;400;411.2;0.95071496;0.95071496
28-02-2016;412.14;412.14;400;412.14;0.95071496;0.95071496
29-02-2016;416.13;416.13;400;416.13;0.95071496;0.95071496
01-03-2016;450;450;450;450;1.03419037;1.03419037
02-03-2016;438.49;438.49;450;438.49;1.03419037;1.03419037
03-03-2016;436.07;436.07;450;436.07;1.03419037;1.03419037
04-03-2016;424.99;424.99;450;424.99;1.03419037;1.03419037
05-03-2016;414.27;414.27;450;414.27;1.03419037;1.03419037
06-03-2016;421.65;421.65;450;421.65;1.03419037;1.03419037
07-03-2016;428.49;428.49;450;428.49;1.03419037;1.03419037
08-03-2016;500;500;500;500;1.2078112;1.2078112
09-03-2016;501.07;501.07;500;501.07;1.2078112;1.2078112
10-03-2016;503.82;503.82;500;503.82;1.2078112;1.2078112
11-03-2016;509.32;509.32;500;509.32;1.2078112;1.2078112
12-03-2016;497.16;497.16;500;497.16;1.2078112;1.2078112
13-03-2016;500.11;500.11;500;500.11;1.2078112;1.2078112
14-03-2016;502.98;502.98;500;502.98;1.2078112;1.2078112
15-03-2016;550;550;550;550;1.3194828;1.3194828
16-03-2016;550.24;550.24;550;550.24;1.3194828;1.3194828
17-03-2016;555;555;550;555;1.3194828;1.3194828
18-03-2016;540.39;540.39;550;540.39;1.3194828;1.3194828
19-03-2016;541.57;541.57;550;541.57;1.3194828;1.3194828
20-03-2016;545.94;545.94;550;545.94;1.3194828;1.3194828
21-03-2016;545.35;545.35;550;545.35;1.3194828;1.3194828
22-03-2016;600;600;600;600;1.43510118;1.43510118
23-03-2016;599.93;599.93;600;599.93;1.43510118;1.43510118
24-03-2016;597.57;597.57;600;597.57;1.43510118;1.43510118
25-03-2016;598.69;598.69;600;598.69;1.43510118;1.43510118
26-03-2016;599.79;599.79;600;599.79;1.43510118;1.43510118
27-03-2016;612.45;612.45;600;612.45;1.43510118;1.43510118
28-03-2016;608.81;608.81;600;608.81;1.43510118;1.43510118
29-03-2016;650;650;650;650;1.56056433;1.56056433
30-03-2016;647.35;647.35;650;647.35;1.56056433;1.56056433
31-03-2016;650.33;650.33;650;650.33;1.56056433;1.56056433
01-04-2016;652.25;652.25;650;652.25;1.56056433;1.56056433
02-04-2016;656.8;656.8;650;656.8;1.56056433;1.56056433
03-04-2016;656.85;656.85;650;656.85;1.56056433;1.56056433
04-04-2016;657.69;657.69;650;657.69;1.56056433;1.56056433
05-04-2016;700;700;700;700;1.6508266;1.6508266
06-04-2016;698.98;698.98;700;698.98;1.6508266;1.6508266
07-04-2016;697.88;697.88;700;697.88;1.6508266;1.6508266
08-04-2016;693.92;693.92;700;693.92;1.6508266;1.6508266
09-04-2016;692.37;692.37;700;692.37;1.6508266;1.6508266
10-04-2016;695.93;695.93;700;695.93;1.6508266;1.6508266
11-04-2016;697.45;697.45;700;697.45;1.6508266;1.6508266
12-04-2016;750;750;750;750;1.7639173;1.7639173
13-04-2016;747.43;747.43;750;747.43;1.7639173;1.7639173
14-04-2016;748.4;748.4;750;748.4;1.7639173;1.7639173
15-04-2016;757.98;757.98;750;757.98;1.7639173;1.7639173
16-04-2016;759.49;759.49;750;759.49;1.7639173;1.7639173
17-04-2016;753.9;753.9;750;753.9;1.7639173;1.7639173
18-04-2016;756;756;750;756;1.7639173;1.7639173
19-04-2016;800;800;800;800;1.83693103;1.83693103
20-04-2016;810.8;810.8;800;810.8;1.83693103;1.83693103
21-04-2016;825.56;825.56;800;825.56;1.83693103;1.83693103
22-04-2016;818.79;818.79;800;818.79;1.83693103;1.83693103
23-04-2016;827.14;827.14;800;827.14;1.83693103;1.83693103
24-04-2016;842.33;842.33;800;842.33;1.83693103;1.83693103
25-04-2016;847.61;847.61;800;847.61;1.83693103;1.83693103
26-04-2016;856.17;856.17;850;850;1.83693103;1.82368608
27-04-2016;816.86;817.14;850;810.97;1.83693103;1.82368608
28-04-2016;824.8;825.03;850;818.86;1.83693103;1.82368608
29-04-2016;835.98;836.13;850;829.95;1.83693103;1.82368608
30-04-2016;823.53;823.76;850;817.59;1.83693103;1.82368608
01-05-2016;830.06;830.25;850;824.08;1.83693103;1.82368608
02-05-2016;816.83;817.11;850;810.94;1.83693103;1.82368608
03-05-2016;900;906.17;900;900;1.99864986;1.99864986
04-05-2016;892.84;899.01;900;892.84;1.99864986;1.99864986
05-05-2016;895.35;901.52;900;895.35;1.99864986;1.99864986
06-05-2016;918.59;924.76;900;918.59;1.99864986;1.99864986
07-05-2016;916.45;922.63;900;916.45;1.99864986;1.99864986
08-05-2016;916.48;922.65;900;916.48;1.99864986;1.99864986
09-05-2016;920.34;926.52;900;920.34;1.99864986;1.99864986
10-05-2016;950;956.17;950;950;2.10692073;2.10692073
11-05-2016;953.86;960.04;950;953.86;2.10692073;2.10692073
12-05-2016;958.16;964.33;950;958.16;2.10692073;2.10692073
13-05-2016;960.06;966.23;950;960.06;2.10692073;2.10692073
14-05-2016;960.06;966.24;950;960.06;2.10692073;2.10692073
15-05-2016;964.06;970.23;950;964.06;2.10692073;2.10692073
16-05-2016;956.89;963.06;950;956.89;2.10692073;2.10692073
17-05-2016;1000;1006.17;1000;1000;2.20369653;2.20369653
18-05-2016;1001.84;1008.02;1000;1001.84;2.20369653;2.20369653
19-05-2016;966.79;972.97;1000;966.79;2.20369653;2.20369653
20-05-2016;975.52;981.7;1000;975.52;2.20369653;2.20369653
21-05-2016;976.65;982.83;1000;976.65;2.20369653;2.20369653
22-05-2016;968.13;974.31;1000;968.13;2.20369653;2.20369653
23-05-2016;978.78;984.96;1000;978.78;2.20369653;2.20369653
24-05-2016;1050;1056.17;1050;1050;2.35436045;2.35436045
25-05-2016;1058.52;1064.69;1050;1058.52;2.35436045;2.35436045
26-05-2016;1067.43;1073.6;1050;1067.43;2.35436045;2.35436045
27-05-2016;1114.7;1120.88;1050;1114.7;2.35436045;2.35436045
28-05-2016;1247.91;1254.08;1050;1247.91;2.35436045;2.35436045
29-05-2016;1238.94;1245.12;1050;1238.94;2.35436045;2.35436045
30-05-2016;1256.91;1263.08;1050;1256.91;2.35436045;2.35436045
31-05-2016;1251.07;1257.25;1100;1100;2.35436045;2.07005835
01-06-2016;1264.1;1268.7;1100;1111.46;2.35436045;2.07005835
02-06-2016;1266.58;1270.88;1100;1113.63;2.35436045;2.07005835
03-06-2016;1340.09;1335.51;1100;1178.26;2.35436045;2.07005835
04-06-2016;1348.41;1342.83;1100;1185.58;2.35436045;2.07005835
05-06-2016;1353.7;1347.48;1100;1190.24;2.35436045;2.07005835
06-06-2016;1378.57;1369.34;1100;1212.1;2.35436045;2.07005835
07-06-2016;1357.52;1350.84;1150;1150;2.35436045;1.99446065
08-06-2016;1369.4;1360.9;1150;1160.07;2.35436045;1.99446065
09-06-2016;1352.89;1346.91;1150;1146.08;2.35436045;1.99446065
10-06-2016;1359.57;1352.58;1150;1151.74;2.35436045;1.99446065
11-06-2016;1428.45;1410.93;1150;1210.09;2.35436045;1.99446065
12-06-2016;1583.98;1542.68;1150;1341.84;2.35436045;1.99446065
13-06-2016;1658.35;1605.69;1150;1404.85;2.35436045;1.99446065
14-06-2016;1614.05;1568.16;1200;1200;2.35436045;1.75039634
15-06-2016;1635.03;1583.75;1200;1215.6;2.35436045;1.75039634
16-06-2016;1804.17;1709.5;1200;1341.34;2.35436045;1.75039634
17-06-2016;1763.2;1679.04;1200;1310.89;2.35436045;1.75039634
18-06-2016;1780.43;1691.85;1200;1323.7;2.35436045;1.75039634
19-06-2016;1798.22;1705.08;1200;1336.92;2.35436045;1.75039634
20-06-2016;1735.7;1658.6;1200;1290.44;2.35436045;1.75039634
21-06-2016;1569.54;1618.16;1250;1250;2.35436045;1.87504131
22-06-2016;1403.47;1485.9;1250;1117.74;2.35436045;1.87504131
23-06-2016;1469.07;1538.14;1250;1169.98;2.35436045;1.87504131
24-06-2016;1566.35;1615.62;1250;1247.46;2.35436045;1.87504131
25-06-2016;1565.94;1615.29;1250;1247.13;2.35436045;1.87504131
26-06-2016;1481.76;1548.25;1250;1180.09;2.35436045;1.87504131
27-06-2016;1542.75;1596.83;1250;1228.67;2.35436045;1.87504131
28-06-2016;1523.27;1668.16;1300;1300;2.35436045;2.00927054
29-06-2016;1506.53;1653.87;1300;1285.71;2.35436045;2.00927054
30-06-2016;1585.28;1721.07;1300;1352.92;2.35436045;2.00927054
01-07-2016;1592.24;1727.02;1300;1358.86;2.35436045;2.00927054
02-07-2016;1656.77;1782.09;1300;1413.93;2.35436045;2.00927054
03-07-2016;1550.73;1691.59;1300;1323.43;2.35436045;2.00927054
04-07-2016;1609.59;1741.82;1300;1373.66;2.35436045;2.00927054
05-07-2016;1578.9;1718.16;1350;1350;2.35436045;2.01304148
06-07-2016;1594.68;1731.65;1350;1363.5;2.35436045;2.01304148
07-07-2016;1508.11;1657.64;1350;1289.48;2.35436045;2.01304148
08-07-2016;1569.24;1709.9;1350;1341.74;2.35436045;2.01304148
09-07-2016;1532.59;1678.57;1350;1310.41;2.35436045;2.01304148
10-07-2016;1528.83;1675.35;1350;1307.19;2.35436045;2.01304148
11-07-2016;1524.82;1671.92;1350;1303.76;2.35436045;2.01304148
12-07-2016;1564.59;1768.16;1400;1400;2.35436045;2.10668549
13-07-2016;1540.85;1746.92;1400;1378.76;2.35436045;2.10668549
14-07-2016;1549.35;1754.52;1400;1386.36;2.35436045;2.10668549
15-07-2016;1561.54;1765.43;1400;1397.27;2.35436045;2.10668549
16-07-2016;1555.68;1760.19;1400;1392.03;2.35436045;2.10668549
17-07-2016;1599.69;1799.56;1400;1431.41;2.35436045;2.10668549
18-07-2016;1584.73;1786.18;1400;1418.02;2.35436045;2.10668549
19-07-2016;1584.16;1818.16;1450;1450;2.35436045;2.15496738
20-07-2016;1567.26;1802.69;1450;1434.53;2.35436045;2.15496738
21-07-2016;1565.68;1801.24;1450;1433.08;2.35436045;2.15496738
22-07-2016;1531.79;1770.22;1450;1402.06;2.35436045;2.15496738
23-07-2016;1543.42;1780.86;1450;1412.7;2.35436045;2.15496738
24-07-2016;1556.9;1793.2;1450;1425.05;2.35436045;2.15496738
25-07-2016;1539.98;1777.72;1450;1409.56;2.35436045;2.15496738
26-07-2016;1534.53;1868.16;1500;1500;2.35436045;2.30137593
27-07-2016;1540.58;1874.07;1500;1505.91;2.35436045;2.30137593
28-07-2016;1542.19;1875.64;1500;1507.48;2.35436045;2.30137593
29-07-2016;1546.8;1880.14;1500;1511.99;2.35436045;2.30137593
30-07-2016;1542.22;1875.67;1500;1507.51;2.35436045;2.30137593
31-07-2016;1470.72;1805.78;1500;1437.63;2.35436045;2.30137593
01-08-2016;1427.38;1763.42;1500;1395.26;2.35436045;2.30137593
02-08-2016;1550;1918.16;1550;1550;2.83123108;2.83123108
03-08-2016;1603.48;1971.64;1550;1603.48;2.83123108;2.83123108
04-08-2016;1637.27;2005.43;1550;1637.27;2.83123108;2.83123108
05-08-2016;1628.08;1996.24;1550;1628.08;2.83123108;2.83123108
06-08-2016;1664.14;2032.29;1550;1664.14;2.83123108;2.83123108
07-08-2016;1678.04;2046.2;1550;1678.04;2.83123108;2.83123108
08-08-2016;1673.41;2041.57;1550;1673.41;2.83123108;2.83123108
09-08-2016;1664.2;2032.36;1600;1600;2.83123108;2.72200954
10-08-2016;1676.38;2044.07;1600;1611.71;2.83123108;2.72200954
11-08-2016;1667.93;2035.95;1600;1603.59;2.83123108;2.72200954
12-08-2016;1663.52;2031.7;1600;1599.34;2.83123108;2.72200954
13-08-2016;1657.93;2026.33;1600;1593.98;2.83123108;2.72200954
14-08-2016;1615.14;1985.19;1600;1552.83;2.83123108;2.72200954
15-08-2016;1605.99;1976.39;1600;1544.03;2.83123108;2.72200954
16-08-2016;1650;2082.36;1650;1650;2.85744455;2.85744455
17-08-2016;1637.93;2070.29;1650;1637.93;2.85744455;2.85744455
18-08-2016;1641.08;2073.44;1650;1641.08;2.85744455;2.85744455
19-08-2016;1644.83;2077.19;1650;1644.83;2.85744455;2.85744455
20-08-2016;1662.17;2094.52;1650;1662.17;2.85744455;2.85744455
21-08-2016;1661.06;2093.41;1650;1661.06;2.85744455;2.85744455
22-08-2016;1676.61;2108.97;1650;1676.61;2.85744455;2.85744455
23-08-2016;1700;2132.36;1700;1700;2.91387788;2.91387788
24-08-2016;1690.58;2122.94;1700;1690.58;2.91387788;2.91387788
25-08-2016;1683.52;2115.88;1700;1683.52;2.91387788;2.91387788
26-08-2016;1689.03;2121.39;1700;1689.03;2.91387788;2.91387788
27-08-2016;1660.76;2093.11;1700;1660.76;2.91387788;2.91387788
28-08-2016;1672.31;2104.67;1700;1672.31;2.91387788;2.91387788
29-08-2016;1672.88;2105.24;1700;1672.88;2.91387788;2.91387788
30-08-2016;1750;2182.36;1750;1750;3.03028734;3.03028734
31-08-2016;1743.85;2176.2;1750;1743.85;3.03028734;3.03028734
01-09-2016;1734.24;2166.6;1750;1734.24;3.03028734;3.03028734
02-09-2016;1744.04;2176.4;1750;1744.04;3.03028734;3.03028734
03-09-2016;1812.75;2245.11;1750;1812.75;3.03028734;3.03028734
04-09-2016;1844.34;2276.69;1750;1844.34;3.03028734;3.03028734
05-09-2016;1838.14;2270.5;1750;1838.14;3.03028734;3.03028734
06-09-2016;1849.8;2282.15;1800;1800;3.03028734;2.94871219
07-09-2016;1862.24;2294.27;1800;1812.11;3.03028734;2.94871219
08-09-2016;1897.92;2328.98;1800;1846.83;3.03028734;2.94871219
09-09-2016;1887.45;2318.79;1800;1836.64;3.03028734;2.94871219
10-09-2016;1889.41;2320.7;1800;1838.55;3.03028734;2.94871219
11-09-2016;1838.53;2271.19;1800;1789.04;3.03028734;2.94871219
12-09-2016;1843.15;2275.69;1800;1793.53;3.03028734;2.94871219
13-09-2016;1850;2332.15;1850;1850;3.03656503;3.03656503
14-09-2016;1854.38;2336.54;1850;1854.38;3.03656503;3.03656503
15-09-2016;1843.67;2325.82;1850;1843.67;3.03656503;3.03656503
16-09-2016;1843.11;2325.27;1850;1843.11;3.03656503;3.03656503
17-09-2016;1840.11;2322.26;1850;1840.11;3.03656503;3.03656503
18-09-2016;1851.92;2334.08;1850;1851.92;3.03656503;3.03656503
19-09-2016;1849.96;2332.11;1850;1849.96;3.03656503;3.03656503
20-09-2016;1900;2382.15;1900;1900;3.12339714;3.12339714
21-09-2016;1865.13;2347.29;1900;1865.13;3.12339714;3.12339714
22-09-2016;1862.48;2344.63;1900;1862.48;3.12339714;3.12339714
23-09-2016;1882.91;2365.07;1900;1882.91;3.12339714;3.12339714
24-09-2016;1882.24;2364.39;1900;1882.24;3.12339714;3.12339714
25-09-2016;1876.62;2358.77;1900;1876.62;3.12339714;3.12339714
26-09-2016;1899.16;2381.31;1900;1899.16;3.12339714;3.12339714
27-09-2016;1950;2432.15;1950;1950;3.21694049;3.21694049
28-09-2016;1945.37;2427.53;1950;1945.37;3.21694049;3.21694049
29-09-2016;1948.48;2430.63;1950;1948.48;3.21694049;3.21694049
30-09-2016;1961.48;2443.64;1950;1961.48;3.21694049;3.21694049
01-10-2016;1975.15;2457.3;1950;1975.15;3.21694049;3.21694049
02-10-2016;1965.2;2447.36;1950;1965.2;3.21694049;3.21694049
03-10-2016;1969.2;2451.35;1950;1969.2;3.21694049;3.21694049
04-10-2016;2000;2482.15;2000;2000;3.27759252;3.27759252
05-10-2016;2007.56;2489.72;2000;2007.56;3.27759252;3.27759252
06-10-2016;2009.23;2491.39;2000;2009.23;3.27759252;3.27759252
07-10-2016;2022.67;2504.83;2000;2022.67;3.27759252;3.27759252
08-10-2016;2029.18;2511.34;2000;2029.18;3.27759252;3.27759252
09-10-2016;2021.46;2503.62;2000;2021.46;3.27759252;3.27759252
10-10-2016;2028.81;2510.96;2000;2028.81;3.27759252;3.27759252
11-10-2016;2101.17;2583.33;2050;2050;3.27759252;3.19776863
12-10-2016;2085.18;2567.72;2050;2034.39;3.27759252;3.19776863
13-10-2016;2087.13;2569.62;2050;2036.29;3.27759252;3.19776863
14-10-2016;2098.9;2581.11;2050;2047.78;3.27759252;3.19776863
15-10-2016;2093.22;2575.57;2050;2042.24;3.27759252;3.19776863
16-10-2016;2103;2585.11;2050;2051.79;3.27759252;3.19776863
17-10-2016;2095.01;2577.32;2050;2043.99;3.27759252;3.19776863
18-10-2016;2100;2633.33;2100;2100;3.29174232;3.29174232
19-10-2016;2075.51;2608.84;2100;2075.51;3.29174232;3.29174232
20-10-2016;2076.62;2609.95;2100;2076.62;3.29174232;3.29174232
21-10-2016;2083.11;2616.43;2100;2083.11;3.29174232;3.29174232
22-10-2016;2163.64;2696.97;2100;2163.64;3.29174232;3.29174232
23-10-2016;2162.91;2696.24;2100;2162.91;3.29174232;3.29174232
24-10-2016;2152.01;2685.34;2100;2152.01;3.29174232;3.29174232
25-10-2016;2164.61;2697.94;2150;2150;3.29174232;3.26952432
26-10-2016;2232.8;2765.67;2150;2217.73;3.29174232;3.26952432
27-10-2016;2265.75;2798.39;2150;2250.46;3.29174232;3.26952432
28-10-2016;2270.15;2802.77;2150;2254.83;3.29174232;3.26952432
29-10-2016;2351.88;2883.94;2150;2336.01;3.29174232;3.26952432
30-10-2016;2310.36;2842.7;2150;2294.76;3.29174232;3.26952432
31-10-2016;2307.42;2839.78;2150;2291.84;3.29174232;3.26952432
01-11-2016;2402.29;2934.01;2200;2200;3.29174232;3.01455332
02-11-2016;2438.62;2967.28;2200;2233.27;3.29174232;3.01455332
03-11-2016;2267.02;2810.14;2200;2076.12;3.29174232;3.01455332
04-11-2016;2314.87;2853.95;2200;2119.94;3.29174232;3.01455332
05-11-2016;2315.47;2854.5;2200;2120.49;3.29174232;3.01455332
06-11-2016;2342.15;2878.93;2200;2144.92;3.29174232;3.01455332
07-11-2016;2314.53;2853.64;2200;2119.63;3.29174232;3.01455332
08-11-2016;2336.64;2984.01;2250;2250;3.29174232;3.16969257
09-11-2016;2380.83;3026.57;2250;2292.55;3.29174232;3.16969257
10-11-2016;2355.35;3002.04;2250;2268.02;3.29174232;3.16969257
11-11-2016;2358.24;3004.82;2250;2270.8;3.29174232;3.16969257
12-11-2016;2320.86;2968.82;2250;2234.8;3.29174232;3.16969257
13-11-2016;2310.91;2959.24;2250;2225.22;3.29174232;3.16969257
14-11-2016;2320.75;2968.71;2250;2234.7;3.29174232;3.16969257
15-11-2016;2342.47;3034.01;2300;2300;3.29174232;3.23206651
16-11-2016;2449.71;3139.31;2300;2405.3;3.29174232;3.23206651
17-11-2016;2439.11;3128.9;2300;2394.89;3.29174232;3.23206651
18-11-2016;2474.02;3163.19;2300;2429.17;3.29174232;3.23206651
19-11-2016;2474.13;3163.29;2300;2429.27;3.29174232;3.23206651
20-11-2016;2406.35;3096.74;2300;2362.72;3.29174232;3.23206651
21-11-2016;2433.41;3123.31;2300;2389.3;3.29174232;3.23206651
22-11-2016;2473.24;3162.42;2350;2350;3.29174232;3.12771602
23-11-2016;2451.01;3141.3;2350;2328.88;3.29174232;3.12771602
24-11-2016;2436.84;3127.83;2350;2315.41;3.29174232;3.12771602
25-11-2016;2441.32;3132.08;2350;2319.67;3.29174232;3.12771602
26-11-2016;2420.69;3112.48;2350;2300.07;3.29174232;3.12771602
27-11-2016;2409.67;3102.01;2350;2289.6;3.29174232;3.12771602
28-11-2016;2422.11;3113.83;2350;2301.41;3.29174232;3.12771602
29-11-2016;2421.42;3212.42;2400;2400;3.29174232;3.26262498
30-11-2016;2454.62;3245.33;2400;2432.91;3.29174232;3.26262498
01-12-2016;2491.1;3281.49;2400;2469.07;3.29174232;3.26262498
02-12-2016;2560.79;3350.56;2400;2538.14;3.29174232;3.26262498
03-12-2016;2538.44;3328.41;2400;2515.99;3.29174232;3.26262498
04-12-2016;2547.39;3337.27;2400;2524.85;3.29174232;3.26262498
05-12-2016;2497.44;3287.77;2400;2475.35;3.29174232;3.26262498
06-12-2016;2515.63;3305.79;2450;2450;3.29174232;3.20586635
07-12-2016;2528.49;3318.32;2450;2462.53;3.29174232;3.20586635
08-12-2016;2537.31;3326.91;2450;2471.11;3.29174232;3.20586635
09-12-2016;2543.84;3333.27;2450;2477.47;3.29174232;3.20586635
10-12-2016;2549.95;3339.22;2450;2483.42;3.29174232;3.20586635
11-12-2016;2533.76;3323.45;2450;2467.65;3.29174232;3.20586635
12-12-2016;2567.85;3356.65;2450;2500.85;3.29174232;3.20586635
13-12-2016;2569.39;3358.15;2500;2500;3.29174232;3.20284503
14-12-2016;2572.43;3361.11;2500;2502.96;3.29174232;3.20284503
15-12-2016;2561.27;3350.25;2500;2492.1;3.29174232;3.20284503
16-12-2016;2583.71;3372.09;2500;2513.94;3.29174232;3.20284503
17-12-2016;2603.21;3391.05;2500;2532.9;3.29174232;3.20284503
18-12-2016;2602.22;3390.1;2500;2531.95;3.29174232;3.20284503
19-12-2016;2609.41;3397.09;2500;2538.94;3.29174232;3.20284503
20-12-2016;2636.28;3423.23;2550;2550;3.29174232;3.1840136
21-12-2016;2746.24;3529.6;2550;2656.36;3.29174232;3.1840136
22-12-2016;2845.84;3625.94;2550;2752.71;3.29174232;3.1840136
23-12-2016;3034.93;3808.84;2550;2935.61;3.29174232;3.1840136
24-12-2016;2958.69;3735.09;2550;2861.86;3.29174232;3.1840136
25-12-2016;2950;3726.69;2550;2853.46;3.29174232;3.1840136
26-12-2016;2987.62;3763.08;2550;2889.84;3.29174232;3.1840136
27-12-2016;3071.85;3844.55;2600;2600;3.29174232;2.78611828
28-12-2016;3212.48;3963.58;2600;2719.03;3.29174232;2.78611828
29-12-2016;3204.5;3956.83;2600;2712.28;3.29174232;2.78611828
30-12-2016;3164.15;3922.67;2600;2678.12;3.29174232;2.78611828
31-12-2016;3172.39;3929.65;2600;2685.1;3.29174232;2.78611828
